bigg.id,kappmax.pred.rf.wo.impu,kappmax.pred.rf.w.impu,kappmax.pred.rf.w.impu.const.flux,kcat.in.vitro.pred.rf.wo.impu,kcat.in.vitro.pred.rf.w.impu,kcat.in.vitro.pred.rf.w.impu.const.flux,kappmax.pred.rf.wo.impu.train.impu,kappmax.pred.rf.w.impu.train.impu,kappmax.pred.rf.w.impu.const.flux.train.impu,kcat.in.vitro.pred.rf.wo.impu.train.impu,kcat.in.vitro.pred.rf.w.impu.train.impu,kcat.in.vitro.pred.rf.w.impu.const.flux.train.impu,kappmax.pred.dl.wo.impu,kappmax.pred.dl.w.impu,kappmax.pred.dl.w.impu.const.flux,kappmax.pred.dl.wo.impu.train.impu,kappmax.pred.dl.w.impu.impu.train.impu,kappmax.pred.dl.w.impu.const.flux.impu.train.impu,experim_kappmax,experim_kappmax_NULL,experim_kcat_in_vitro_NULL
12DGR120tipp,7.65487747936254,0.219943832138007,6.22096934978907E-05,9.890184684447,2.82943775662271,1.23516092345056,9.48716212107551,1.47260039757788,0.000301157022044,9.40721280730562,3.99929650917043,2.54200997460442,1.0665847987476,6.78972101687297E-13,1.80559261029347E-21,7.09931779020232,39.9796301009104,1.4542194835642E-05,NA,6.2,12.167
12DGR140tipp,7.65487747936254,4.66008786681695,0.000434509443854,9.890184684447,9.96131212684394,5.91030040283171,9.48716212107551,6.46242479529367,0.000579283547698,9.40721280730562,13.2156024810781,10.6750295026564,1.0665847987476,0.80713326806585,9.59218586064737E-09,7.09931779020232,2.55407358112785,6.95311569038984E-07,NA,6.2,12.167
12DGR141tipp,7.65487747936254,41.8416777026446,8.89944547365716E-05,9.890184684447,8.09578169548837,0.600565397601797,9.48716212107551,20.701137197413,0.000371947234935,9.40721280730562,1.15327671181436,0.749464891946782,1.0665847987476,1335.46586836326,7.20547778112632E-09,7.09931779020232,476.945409052959,6.31791300358075E-08,NA,6.2,12.167
12DGR160tipp,7.65487747936254,2.96540605028017,6.12753720928502E-05,9.890184684447,6.36318593794408,3.34485035148788,9.48716212107551,3.62209339558737,0.000185995943089,9.40721280730562,8.35462661328812,10.2263740904278,1.0665847987476,1.81340030514763E-12,1.62636310015207E-21,7.09931779020232,102.775983359175,1.35918405151808E-05,NA,6.2,12.167
12DGR161tipp,7.65487747936254,0.086400863404474,0.002123374789979,9.890184684447,14.9008420704794,1.9813960548495,9.48716212107551,0.14643116850147,0.001390814675943,9.40721280730562,15.1377038790257,10.7056167193004,1.0665847987476,0.239683558670397,8.11282952116263E-08,7.09931779020232,0.165515726490177,4.27933046526388E-07,NA,6.2,12.167
12DGR180tipp,7.65487747936254,8.0154390710668,0.000284147875029,9.890184684447,2.93245905793032,1.75547808716089,9.48716212107551,11.5384523369776,0.000498544093539,9.40721280730562,4.50446733845713,4.42656157986951,1.0665847987476,5.23610878718744,7.1049827238541E-08,7.09931779020232,11.3023819507747,5.67458405730719E-07,NA,6.2,12.167
12DGR181tipp,7.65487747936254,21.3194279889752,0.000674288585474,9.890184684447,5.66526153618352,2.9199106167847,9.48716212107551,42.4992779915295,0.001258104404334,9.40721280730562,10.1085590756859,10.263470645952,1.0665847987476,75.7438370683804,7.40521840946879E-08,7.09931779020232,82.5150834364022,3.23819042461624E-07,NA,6.2,12.167
12PPDRtex_b,7.65487747936254,2.51756541025583,6.7219047486819E-05,9.890184684447,3.78673199131448,2.20240428825171,9.48716212107551,2.14462511495148,0.000206738294148,9.40721280730562,11.8431288450842,8.91101125192593,1.46183535065007E-15,7.03513401741233E-13,7.33752434387403E-22,56.3297960665144,17.6318103878023,7.11611061932126E-06,NA,6.2,12.167
12PPDRtex_f,7.65487747936254,7.39624498437697,6.7219047486819E-05,9.890184684447,4.65702171457157,2.20365201336369,9.48716212107551,2.36994879329398,0.000206738294148,9.40721280730562,39.0618686349589,41.9861372291614,1.46183535065007E-15,5.55497346689052E-13,5.62252677553686E-22,56.3297960665144,17.7631656238917,6.98562339191126E-06,NA,6.2,12.167
12PPDRtpp_b,7.65487747936254,1.97069843530688,5.35831196051894E-05,9.890184684447,2.7971581700228,0.327318258046357,9.48716212107551,1.79053504852638,0.000117232794649,9.40721280730562,7.15257605005125,1.57961903433614,1.0665847987476,1.70699673779184E-13,4.53237853396943E-22,7.09931779020232,10.5840630676512,6.95713444828095E-06,NA,6.2,12.167
