"bigg.id","experim_kappmax_NULL","experim_kcat_in_vitro_NULL","kappmax.ensemble_MTF-FBA","kappmax.ensemble_wo_impu_MTF-FBA","kappmax.ensemble_w_impu_MTF-FBA","kappmax.ensemble_wo_impu_train_impu_MTF-FBA","kappmax.ensemble_w_impu_train_impu_MTF-FBA","kappmax.ensemble.wo.data_MTF-FBA","kcat.in.vitro.ensemble_MTF-FBA","kcat.in.vitro.ensemble_wo_impu_MTF-FBA","kcat.in.vitro.ensemble_w_impu_MTF-FBA","kcat.in.vitro.ensemble_wo_impu_train_impu_MTF-FBA","kcat.in.vitro.ensemble_w_impu_train_impu_MTF-FBA","kcat.in.vitro.ensemble.wo.data_MTF-FBA"
"12DGR120tipp",6.2,14,29.3012891751252,6.41763005838523,20.1248940930259,6.16625205089055,84.4963804981993,33.1243095856852,28.4730008481439,16.6241534617772,55.002540675375,24.2969515306403,17.968357724783,32.0261940288652
"12DGR140tipp",6.2,14,21.2515478049292,6.41763005838523,28.7412223454145,6.16625205089055,43.6810867650267,25.0745682154892,35.7687900972909,16.6241534617772,22.6400820142565,24.2969515306403,79.5139733824895,39.3219832780122
"12DGR141tipp",6.2,14,3.15060754530597,6.41763005838523,0.00595142786441154,6.16625205089055,0.0125966440836893,6.97362795586596,13.7736160985863,16.6241534617772,0.468198945218102,24.2969515306403,13.7051604567097,17.3268092793076
"12DGR160tipp",6.2,14,3.6622170924835,6.41763005838523,0.941930753353415,6.16625205089055,1.12305550730479,7.48523750304349,14.950707920154,16.6241534617772,10.1480290354094,24.2969515306403,8.73369765278895,18.5039011008753
"12DGR161tipp",6.2,14,16.2421698616764,6.41763005838523,26.8557568502586,6.16625205089055,25.5290404871712,20.0651902722364,46.1132609229245,16.6241534617772,0.992359851823839,24.2969515306403,142.539578847456,49.6664541036457
"12DGR180tipp",6.2,14,3.19066160188811,6.41763005838523,0.0942266755751615,6.16625205089055,0.0845376227015106,7.01368201244811,22.3185740778751,16.6241534617772,3.21735336905163,24.2969515306403,45.1358379500312,25.8717672585964
"12DGR181tipp",6.2,14,3.14602239983148,6.41763005838523,5.14725706206361e-05,6.16625205089055,0.000156017479520478,6.96904281039147,20.114795322221,16.6241534617772,2.67972874462406,24.2969515306403,36.8583475518425,23.6679885029423
"12PPDRtex_b",6.2,14,2.63893467485735,5.23577770386184,0.00998297860583926,5.28818392243594,0.021794094525784,6.46195508541734,40.8942944697688,12.7499137403106,3.18381535142826,95.6404183521144,52.0030304352221,44.4474876504901
"12PPDRtex_f",6.2,14,2.6423972670103,5.23577770386184,0.00996402424174829,5.28818392243594,0.0356634175016749,6.46541767757029,33.9323476869725,12.7499137403106,3.66390015293861,95.6404183521144,23.6751585025264,37.4855408676938
"12PPDRtpp_b",6.2,14,3.55676815160772,6.41763005838523,0.834824492045319,6.16625205089055,0.808366005109766,7.37978856216771,24.1878277020025,16.6241534617772,24.0456261258458,24.2969515306403,31.7845796897468,27.7410208827238
"12PPDRtpp_f",6.2,14,28.1954064384824,6.41763005838523,65.4337115086389,6.16625205089055,34.764032136015,32.0184268490424,14.0800553650274,16.6241534617772,0.0657018198179987,24.2969515306403,15.3334146478742,17.6332485457487
"12PPDStex_b",6.2,14,2.71977061576029,5.23524319312718,0.0471875785157679,5.22827619248698,0.368375498911256,6.54279102632029,51.6173456747769,12.7466659862847,2.58908626077285,96.694558157099,94.439072294951,55.1705388554982
"12PPDStex_f",6.2,14,3.08559913990868,5.23862762178195,1.07721769910108,5.46124988801918,0.565301350732507,6.90861955046867,39.9855876234223,12.7507163855966,3.95690766722454,95.2449687051365,47.9897577357315,43.5387808041436
"12PPDStpp_b",6.2,14,3.78412581444121,5.93311428240182,2.4247167422946,5.51876338135507,1.25990885171335,7.6071462250012,31.7352884738882,12.6583115751235,50.0799817986724,19.0957103857956,45.1071501359613,35.2884816546095
"12PPDStpp_f",6.2,14,23.5763734759542,11.6838209834596,45.6115305881615,9.99342171032895,27.0167206218665,27.3993938865141,17.2489073848325,18.6865012270022,4.60479455116978,25.5193677556223,20.1849660055357,20.8021005655538
"13PPDH2_b",6.2,14,2.90317910695704,5.26161746184625,0.000592236366176549,6.34921787773929,0.00128885187642024,6.72619951751703,34.9766248656864,31.3641668533254,57.6879940147786,26.4326313277805,24.4217072668611,38.5298180464077
"13PPDH2_f",6.2,14,2.71760535295842,5.26925095110556,0.000129643028434889,5.60081588851431,0.000224929185363219,6.54062576351841,13.2508706572245,21.2645393924623,6.1504708128744,20.3941531129654,5.19431931059607,16.8040638379458
"14GLUCANabcpp",6.2,14,4.04270689364381,5.94664070528482,0.800167363767581,5.22340516873465,4.20061433678819,7.8657273042038,10.4276212803555,12.6420277860485,6.22403001067935,11.6450759095587,11.1993514151356,13.9808144610768
"14GLUCANtexi",6.2,14,3.80219350084529,7.13955723863076,0.908306518542393,5.9887774347655,1.17213281144252,7.62521391140529,12.5464527031618,12.6446485776826,13.6087346012411,15.3072581697542,8.6251694639695,16.0996458838831
"23CAMPtex_b",6.2,14,2.64884473160782,5.23577770386184,0.0124060427585229,5.28818392243594,0.0590112573749574,6.47186514216781,40.7784582217412,12.7499137403106,2.63477205094531,95.6404183521144,52.0887287435943,44.3316514024624
"23CAMPtex_f",6.2,14,3.08543167034361,5.23714435999225,1.28921025120078,5.35872107315393,0.456650997027481,6.9084520809036,32.849570766169,12.7492520115796,3.36171244045972,96.1071878581865,19.1801307544503,36.4027639468903
"23CCMPtex_b",6.2,14,2.79636258262812,5.23577770386184,0.479039652665875,5.28818392243594,0.182449051548807,6.61938299318811,55.5881442746611,12.7499137403106,2.39299604160665,95.6404183521144,111.569248964613,59.1413374553824
"23CCMPtex_f",6.2,14,3.1184164632624,5.23709264288474,1.3787128113111,5.35515614758035,0.502704251273422,6.9414368738224,47.7402207565038,12.7491939948298,3.43566813631349,96.136187483346,78.6398334115258,51.2934139372251
"23CGMPtex_b",6.2,14,2.96536806192967,5.23577770386184,0.733669171747649,5.28818392243594,0.603841449673232,6.78838847248966,36.2122165457963,12.7499137403106,3.25098173943069,95.6404183521144,33.2075523513295,39.7654097265176
"23CGMPtex_f",6.2,14,3.18417211790112,5.23733963864041,1.59929770550095,5.37218854992842,0.527862577534718,7.00719252846112,46.412659111824,12.7494662501287,2.30286744552492,95.9960480492577,74.6022547023846,49.9658522925453
"23CUMPtex_b",6.2,14,2.94736732002336,5.23577770386184,0.874725565255509,5.28818392243594,0.390782088540165,6.77038773058336,55.7756028122347,12.7499137403106,4.0083890437252,95.6404183521144,110.703690112788,59.3287959929559
"23CUMPtex_f",6.2,14,3.04975503786698,5.23696436995541,0.979154342704258,5.34631743160315,0.636584007205122,6.87277544842698,37.7975695038544,12.749047686626,3.53245480677227,96.2071155873867,38.7016599346325,41.3507626845757
"23DAPPAt2pp",6.2,14,5.90400556178702,11.6200801634328,1.5189811902526,9.94537248932371,0.531588404138936,9.72702597234702,22.437247298427,18.6249914563567,37.569285118421,25.4770468806759,8.07766573825427,25.9904404791483
"23DAPPAtex_b",6.2,14,4.69927518322956,5.23577770386184,4.62614905465984,5.28818392243594,3.6469900519606,8.52229559378955,55.5002172974921,12.7499137403106,2.10589198870995,95.6404183521144,111.504645108833,59.0534104782134
"23DAPPAtex_f",6.2,14,3.15974260904683,5.23860385380334,1.2918926844482,5.45960305522579,0.648870842710007,6.98276301960683,34.5622585040231,12.7506955194097,2.81998156978725,95.2586489184876,27.419708008408,38.1154516847444
"23DOGULNt4pp",6.2,14,2.94017692072394,5.58447347509162,0.0822033647473703,5.91044573236169,0.183585110695073,6.76319733128393,11.1414812068739,16.134612926469,0.604702725899017,15.3449907139039,12.4816184612239,14.6946743875952
