react_id,kappmax_davidi_per_pp_per_s_repl,kappmax_davidi_per_pp_per_s_NULL_med,kappmax_KO_ALE_davidi_per_pp_per_s_repl,kappmax_KO_ALE_davidi_per_pp_per_s_NULL_med,kappmax_KO_ALE_per_pp_per_s_repl,kappmax_KO_ALE_per_pp_per_s_NULL_med,kcat_iv_ML_per_AS_per_s_repl,kcat_iv_ML_per_AS_per_s_NULL_med
2AGPA160tipp,5.19569348980423,6.2,6.13599233988454,4.2,3.7439897412651497,3.2680205804032005,18.1935422230535,16.616666665
2AGPA161tipp,5.19569348980423,6.2,6.13599233988454,4.2,3.7439897412651497,3.2680205804032005,18.1935422230535,16.616666665
2AGPA180tipp,5.19569348980423,6.2,6.13599233988454,4.2,3.7439897412651497,3.2680205804032005,18.1935422230535,16.616666665
2AGPA181tipp,5.19569348980423,6.2,6.13599233988454,4.2,3.7439897412651497,3.2680205804032005,18.1935422230535,16.616666665
2AGPE120tipp,5.19569348980423,6.2,6.13599233988454,4.2,3.7439897412651497,3.2680205804032005,18.1935422230535,16.616666665
2AGPE140tipp,5.19569348980423,6.2,6.13599233988454,4.2,3.7439897412651497,3.2680205804032005,18.1935422230535,16.616666665
2AGPE141tipp,5.19569348980423,6.2,6.13599233988454,4.2,3.7439897412651497,3.2680205804032005,18.1935422230535,16.616666665
2AGPE160tipp,5.19569348980423,6.2,6.13599233988454,4.2,3.7439897412651497,3.2680205804032005,18.1935422230535,16.616666665
2AGPE161tipp,5.19569348980423,6.2,6.13599233988454,4.2,3.7439897412651497,3.2680205804032005,18.1935422230535,16.616666665
2AGPE180tipp,5.19569348980423,6.2,6.13599233988454,4.2,3.7439897412651497,3.2680205804032005,18.1935422230535,16.616666665
2AGPE181tipp,5.19569348980423,6.2,6.13599233988454,4.2,3.7439897412651497,3.2680205804032005,18.1935422230535,16.616666665
2AGPEAT120,3.6141986272864997,6.2,4.27830584222986,4.2,2.04447654743287,3.2680205804032005,113.267253356916,16.616666665
2AGPEAT140,3.6141986272864997,6.2,4.27830584222986,4.2,2.04447654743287,3.2680205804032005,113.267253356916,16.616666665
2AGPEAT141,3.6141986272864997,6.2,4.27830584222986,4.2,2.04447654743287,3.2680205804032005,113.267253356916,16.616666665
2AGPEAT160,3.6141986272864997,6.2,4.27830584222986,4.2,2.04447654743287,3.2680205804032005,113.267253356916,16.616666665
2AGPEAT161,3.6141986272864997,6.2,4.27830584222986,4.2,2.04447654743287,3.2680205804032005,113.267253356916,16.616666665
2AGPEAT180,3.6141986272864997,6.2,4.27830584222986,4.2,2.04447654743287,3.2680205804032005,113.267253356916,16.616666665
2AGPEAT181,3.6141986272864997,6.2,4.27830584222986,4.2,2.04447654743287,3.2680205804032005,113.267253356916,16.616666665
2AGPG120tipp,5.19569348980423,6.2,6.13599233988454,4.2,3.7439897412651497,3.2680205804032005,18.1935422230535,16.616666665
2AGPG140tipp,5.19569348980423,6.2,6.13599233988454,4.2,3.7439897412651497,3.2680205804032005,18.1935422230535,16.616666665
2AGPG141tipp,5.19569348980423,6.2,6.13599233988454,4.2,3.7439897412651497,3.2680205804032005,18.1935422230535,16.616666665
2AGPG160tipp,5.19569348980423,6.2,6.13599233988454,4.2,3.7439897412651497,3.2680205804032005,18.1935422230535,16.616666665
2AGPG161tipp,5.19569348980423,6.2,6.13599233988454,4.2,3.7439897412651497,3.2680205804032005,18.1935422230535,16.616666665
2AGPG180tipp,5.19569348980423,6.2,6.13599233988454,4.2,3.7439897412651497,3.2680205804032005,18.1935422230535,16.616666665
2AGPG181tipp,5.19569348980423,6.2,6.13599233988454,4.2,3.7439897412651497,3.2680205804032005,18.1935422230535,16.616666665
2AGPGAT120,3.6141986272864997,6.2,4.27830584222986,4.2,2.04447654743287,3.2680205804032005,113.267253356916,16.616666665
2AGPGAT140,3.6141986272864997,6.2,4.27830584222986,4.2,2.04447654743287,3.2680205804032005,113.267253356916,16.616666665
2AGPGAT141,3.6141986272864997,6.2,4.27830584222986,4.2,2.04447654743287,3.2680205804032005,113.267253356916,16.616666665
2AGPGAT160,3.6141986272864997,6.2,4.27830584222986,4.2,2.04447654743287,3.2680205804032005,113.267253356916,16.616666665
2AGPGAT161,3.6141986272864997,6.2,4.27830584222986,4.2,2.04447654743287,3.2680205804032005,113.267253356916,16.616666665
2AGPGAT180,3.6141986272864997,6.2,4.27830584222986,4.2,2.04447654743287,3.2680205804032005,113.267253356916,16.616666665
2AGPGAT181,3.6141986272864997,6.2,4.27830584222986,4.2,2.04447654743287,3.2680205804032005,113.267253356916,16.616666665
2DDARAA_f,4.07545565164378,6.2,5.21653540222097,4.2,3.1166834820725695,3.2680205804032005,8.47263423937873,16.616666665
2DDARAA_b,3.8814480559831397,6.2,4.44671650209795,4.2,2.6898974057390297,3.2680205804032005,7.291855618856929,16.616666665
2DGLCptspp,10.5522131200296,6.2,24.3938713514248,4.2,2.4038813005323196,3.2680205804032005,7.345503469992981,16.616666665
2DGLCtex_f,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
2DGLCtex_b,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
2DGULRGx,5.62093523198764,6.2,4.98740807075617,4.2,2.17843982206931,3.2680205804032005,7.90971656342355,16.616666665
2DGULRGy,3.8711573927868397,6.2,7.94967517744325,4.2,2.44818228991087,3.2680205804032005,10.8990807602233,16.616666665
2DGULRx,5.62093523198764,6.2,4.98740807075617,4.2,2.17843982206931,3.2680205804032005,7.90971656342355,16.616666665
2DGULRy,3.8711573927868397,6.2,7.94967517744325,4.2,2.44818228991087,3.2680205804032005,10.8990807602233,16.616666665
2DOXG6PP,6.31875952707147,6.2,13.2447698987952,4.2,4.0384715060765295,3.2680205804032005,27.353853229461397,16.616666665
2HESR,6.377677114122339,6.2,10.0716945436083,4.2,3.91157270404635,3.2680205804032005,12.8296612367567,16.616666665
2HPTCOAT,8.55664925449635,6.2,18.2921770402979,4.2,6.15379402186329,3.2680205804032005,25.363031987985803,16.616666665
2MAHMP,5.22176041763254,6.2,7.5975929923852,4.2,3.4623652313771003,3.2680205804032005,32.8769138393621,16.616666665
34dhpactex_f,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
34dhpactex_b,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
3AMACHYD,7.79913400988398,6.2,41.6517242342344,4.2,33.1371736509112,3.2680205804032005,21.1606898143725,16.616666665
3AMPtex_f,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
3AMPtex_b,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
3CMPtex_f,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
3CMPtex_b,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
3GMPtex_f,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
3GMPtex_b,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
3HAD100,3.1486246300680603,6.2,4.39387451614104,4.2,2.4074940272605203,3.2680205804032005,8.996683303434132,16.616666665
3HAD120,3.1486246300680603,6.2,4.39387451614104,4.2,2.4074940272605203,3.2680205804032005,8.996683303434132,16.616666665
3HAD121,3.1486246300680603,6.2,4.39387451614104,4.2,2.4074940272605203,3.2680205804032005,8.996683303434132,16.616666665
3HAD140,3.3144901880995796,6.2,4.7238623506414,4.2,2.74511327309038,3.2680205804032005,8.887172001496062,16.616666665
3HAD141,3.1486246300680603,6.2,4.39387451614104,4.2,2.4074940272605203,3.2680205804032005,8.996683303434132,16.616666665
3HAD160,3.3144901880995796,6.2,4.7238623506414,4.2,2.74511327309038,3.2680205804032005,8.887172001496062,16.616666665
3HAD161,3.1486246300680603,6.2,4.39387451614104,4.2,2.4074940272605203,3.2680205804032005,8.996683303434132,16.616666665
3HAD180,3.1486246300680603,6.2,4.39387451614104,4.2,2.4074940272605203,3.2680205804032005,8.996683303434132,16.616666665
3HAD181,3.1486246300680603,6.2,4.39387451614104,4.2,2.4074940272605203,3.2680205804032005,8.996683303434132,16.616666665
3HAD40,3.1486246300680603,6.2,4.39387451614104,4.2,2.4074940272605203,3.2680205804032005,8.996683303434132,16.616666665
3HAD60,3.3144901880995796,6.2,4.7238623506414,4.2,2.74511327309038,3.2680205804032005,8.887172001496062,16.616666665
3HAD80,3.1486246300680603,6.2,4.39387451614104,4.2,2.4074940272605203,3.2680205804032005,8.996683303434132,16.616666665
3HBZCT,3.6410104046044203,6.2,6.92589213957476,4.2,3.2839624069931204,3.2680205804032005,7.4509121762378,16.616666665
3HCINNMH,7.9880183276856505,6.2,5.73475014712646,4.2,2.6768569418383903,3.2680205804032005,8.863881486279661,16.616666665
3HPADHi,5.06165111610629,6.2,5.3927538893854,4.2,2.4642063667557403,3.2680205804032005,17.0319451186322,16.616666665
3HPPPNH,7.9880183276856505,6.2,5.73475014712646,4.2,2.6768569418383903,3.2680205804032005,8.863881486279661,16.616666665
3HPPtex_f,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.83509401773459,16.616666665
3HPPtex_b,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.83509401773459,16.616666665
3HPPtpp,5.760042456170269,6.2,12.8197036018068,4.2,7.098511644660139,3.2680205804032005,17.352714769373698,16.616666665
3KGK,5.47216587613829,6.2,7.7935251969048,4.2,2.8239878947217,3.2680205804032005,12.268943143963199,16.616666665
3NTD2pp,9.65699922576879,6.2,26.0925894155051,4.2,3.48772190450467,3.2680205804032005,61.0,61.0
3NTD4pp,7.75574966557312,6.2,21.9537427390778,4.2,3.80097966511805,3.2680205804032005,14.595493764777201,16.616666665
3NTD7pp,9.65699922576879,6.2,26.0925894155051,4.2,3.48772190450467,3.2680205804032005,15.8630876819574,16.616666665
3NTD9pp,9.65699922576879,6.2,26.0925894155051,4.2,3.48772190450467,3.2680205804032005,15.8630876819574,16.616666665
3OAR100_f,3.19449162358459,6.2,8.243292989555169,8.243292989555169,8.243292989555169,8.243292989555169,14.6897597839359,16.616666665
3OAR100_b,3.07300245073265,6.2,5.66311126869771,4.2,3.96741055037907,3.2680205804032005,7.60700131179198,16.616666665
3OAR120_f,3.19449162358459,6.2,4.4800608462323,4.4800608462323,4.4800608462323,4.4800608462323,14.6897597839359,16.616666665
3OAR120_b,3.07300245073265,6.2,5.66311126869771,4.2,3.96741055037907,3.2680205804032005,7.60700131179198,16.616666665
3OAR121,2.9531151648758103,6.2,3.7632321604913503,3.7632321604913503,3.7632321604913503,3.7632321604913503,18.0902465620531,16.616666665
3OAR140_f,1.3,1.3,4.265517596938181,4.265517596938181,4.265517596938181,4.265517596938181,35.8349850718459,16.616666665
3OAR140_b,3.07300245073265,6.2,5.66311126869771,4.2,3.96741055037907,3.2680205804032005,7.60700131179198,16.616666665
3OAR141,2.9531151648758103,6.2,3.7632321604913503,3.7632321604913503,3.7632321604913503,3.7632321604913503,18.0902465620531,16.616666665
3OAR160_f,3.19449162358459,6.2,3.1928013887220197,3.1928013887220197,3.1928013887220197,3.1928013887220197,14.6897597839359,16.616666665
3OAR160_b,3.07300245073265,6.2,5.66311126869771,4.2,3.96741055037907,3.2680205804032005,7.60700131179198,16.616666665
3OAR161,2.9531151648758103,6.2,3.7632321604913503,3.7632321604913503,3.7632321604913503,3.7632321604913503,18.0902465620531,16.616666665
3OAR180_f,2.9531151648758103,6.2,5.17741184962385,4.2,2.90388127751107,3.2680205804032005,18.0902465620531,16.616666665
3OAR180_b,3.0225696823661297,6.2,5.06552584681538,4.2,2.66088378223201,3.2680205804032005,11.0927199158433,16.616666665
3OAR181,2.9531151648758103,6.2,1.2798895398116699,1.2798895398116699,1.2798895398116699,1.2798895398116699,18.0902465620531,16.616666665
3OAR40_f,2.9531151648758103,6.2,8.24337196264866,8.24337196264866,8.24337196264866,8.24337196264866,18.0902465620531,16.616666665
3OAR40_b,3.0225696823661297,6.2,5.06552584681538,4.2,2.66088378223201,3.2680205804032005,11.0927199158433,16.616666665
3OAR60_f,3.19449162358459,6.2,8.24337196264866,8.24337196264866,8.24337196264866,8.24337196264866,14.6897597839359,16.616666665
3OAR60_b,3.07300245073265,6.2,5.66311126869771,4.2,3.96741055037907,3.2680205804032005,7.60700131179198,16.616666665
3OAR80_f,3.19449162358459,6.2,8.24337196264866,8.24337196264866,8.24337196264866,8.24337196264866,14.6897597839359,16.616666665
3OAR80_b,3.07300245073265,6.2,5.66311126869771,4.2,3.96741055037907,3.2680205804032005,7.60700131179198,16.616666665
3OAS100,3.47033774805189,6.2,5.920344603270969,4.2,2.63598512051591,3.2680205804032005,7.61122574635131,16.616666665
3OAS120,3.47033774805189,6.2,5.920344603270969,4.2,2.63598512051591,3.2680205804032005,7.61122574635131,16.616666665
3OAS121,3.4758104412005095,6.2,1.8764749605142501,1.8764749605142501,1.8764749605142501,1.8764749605142501,7.58572215017029,16.616666665
3OAS140,1.1245517768825,6.2,4.19282309762856,4.2,1.51896359918247,3.2680205804032005,5.70065402036735,16.616666665
3OAS141,3.4758104412005095,6.2,1.8764749605142501,1.8764749605142501,1.8764749605142501,1.8764749605142501,7.58572215017029,16.616666665
3OAS160,3.47033774805189,6.2,5.920344603270969,4.2,2.63598512051591,3.2680205804032005,7.61122574635131,16.616666665
3OAS161,3.4758104412005095,6.2,1.8764749605142501,1.8764749605142501,1.8764749605142501,1.8764749605142501,7.58572215017029,16.616666665
3OAS180,3.47033774805189,6.2,5.920344603270969,4.2,2.63598512051591,3.2680205804032005,7.61122574635131,16.616666665
3OAS181,4.21432165657157,6.2,1.31640661008089,1.31640661008089,1.31640661008089,1.31640661008089,7.143039683273099,16.616666665
3OAS60,3.47033774805189,6.2,5.920344603270969,4.2,2.63598512051591,3.2680205804032005,7.61122574635131,16.616666665
3OAS80,3.47033774805189,6.2,5.920344603270969,4.2,2.63598512051591,3.2680205804032005,7.61122574635131,16.616666665
3OXCOAT,5.22696805061649,6.2,6.59778308232384,4.2,3.17032358442981,3.2680205804032005,15.156492244238601,16.616666665
3PEPTabcpp,17.868814330462,6.2,6.16253252869977,4.2,2.52663121508264,3.2680205804032005,10.402653469504,16.616666665
3PEPTtex_f,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
3PEPTtex_b,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
3SLAR,5.87000457354713,6.2,7.48524159294397,4.2,2.7027075520026203,3.2680205804032005,31.3313621652229,16.616666665
3UMPtex_f,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
3UMPtex_b,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
42A12BOOXpp,6.403926080963041,6.2,20.5167543333707,4.2,2.73661203770238,3.2680205804032005,7.391339649919421,16.616666665
4ABZGLUH_f,28.515357711503896,6.2,35.4055116366341,4.2,4.85105259519123,3.2680205804032005,8.80839634222252,16.616666665
4ABZGLUH_b,9.05324677072575,6.2,6.23040391550792,4.2,2.58001138504408,3.2680205804032005,10.3513927392715,16.616666665
4ABZGLUtex_f,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
4ABZGLUtex_b,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
4ABZGLUtr_f,5.8904972517961705,6.2,9.640800846434699,4.2,3.97156520361677,3.2680205804032005,14.6605816274985,16.616666665
4ABZGLUtr_b,5.8904972517961705,6.2,9.640800846434699,4.2,3.97156520361677,3.2680205804032005,14.6605816274985,16.616666665
4HBZt3pp,11.5519760771283,6.2,8.38863322204947,4.2,2.8630331624709906,3.2680205804032005,12.0410151918239,16.616666665
4HOXPACDtex_f,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
4HOXPACDtex_b,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
4HTHRA_f,6.26310721813184,6.2,13.9136776986161,4.2,8.344680396471981,3.2680205804032005,18.0395404253475,16.616666665
4HTHRA_b,2.78076307854479,6.2,3.33744250073237,4.2,1.5050219091138703,3.2680205804032005,5.86112274388409,16.616666665
4HTHRK,2.8097106906880405,6.2,3.3473801579849396,4.2,1.51276290960888,3.2680205804032005,5.890835319892339,16.616666665
4HTHRS,4.68732922570206,6.2,13.5311904775331,4.2,3.32261530386082,3.2680205804032005,8.060885017215579,16.616666665
4PCP,4.18551058916766,6.2,17.9131183641197,4.2,3.73361312954748,3.2680205804032005,61.045545443395994,16.616666665
4PCPpp,6.989049741575941,6.2,12.2100308227317,4.2,3.28072695704265,3.2680205804032005,16.724680809750303,16.616666665
4PEPTabcpp,17.7529318245543,6.2,6.17726180909412,4.2,2.52538934622165,3.2680205804032005,10.2283341414377,16.616666665
4PEPTtex_f,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
4PEPTtex_b,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
5DGLCNR,15.97912693321,6.2,44.1917064260468,4.2,33.4280860883297,3.2680205804032005,45.3110634178238,16.616666665
5DGLCNt2rpp_f,5.96116925558616,6.2,30.4148732484929,4.2,8.2727947429441,3.2680205804032005,15.818672488171199,16.616666665
5DGLCNt2rpp_b,5.60520386226094,6.2,28.042395496869897,4.2,7.854032534574441,3.2680205804032005,15.806289099546799,16.616666665
5DGLCNtex_f,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.83509401773459,16.616666665
5DGLCNtex_b,26.5241084857859,6.2,15.2973041972473,4.2,2.2553431093762297,3.2680205804032005,100.75521137728,16.616666665
5DKGR_f,12.4349302610164,6.2,40.705579786212795,4.2,32.2425020122297,3.2680205804032005,11.468480363162401,16.616666665
5DKGR_b,4.90591585019778,6.2,7.08438771382553,4.2,2.874367087497,3.2680205804032005,10.211407272559699,16.616666665
5DOAN,0.01,0.01,0.0299207198851433,0.0299207198851433,0.0299207198851433,0.0299207198851433,0.724286926866547,16.616666665
5MTRtex_f,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.83509401773459,16.616666665
5MTRtex_b,25.4184205482073,6.2,8.27307327923366,4.2,1.99253287294485,3.2680205804032005,854.166405218602,16.616666665
5MTRtpp,3.2488204467381094,6.2,6.1416823971776795,4.2,3.45396006991656,3.2680205804032005,30.099461968201105,16.616666665
6D6SFK,5.01534459312917,6.2,7.417116439192609,4.2,3.43949447096703,3.2680205804032005,13.242743294979201,16.616666665
6D6SPA,6.234284464849599,6.2,41.469124247573,4.2,9.532659938437199,3.2680205804032005,14.088282567564,16.616666665
A5PISO_f,10.053231397789801,6.2,37.229664388280504,4.2,3.67173271722228,3.2680205804032005,242.0,242.0
A5PISO_b,9.00063218548472,6.2,83.0272448453371,4.2,3.38136182744102,3.2680205804032005,218.0,218.0
AACPS1,0.18123403064204502,6.2,0.415177196960515,4.2,0.47336478084646394,3.2680205804032005,7.75452313720006,16.616666665
AACPS2,3.53218171860294,6.2,3.76112320556721,4.2,2.00440558897423,3.2680205804032005,14.675973602490402,16.616666665
AACPS3,1.77838524111534,6.2,2.1683420522181396,4.2,1.47061548763832,3.2680205804032005,18.327020627179,16.616666665
AACPS4,2.9385252113146203,6.2,2.44626436685676,4.2,1.5721539215247602,3.2680205804032005,39.63234310212879,16.616666665
AACPS5,2.0901955625641797,6.2,2.06191272909666,4.2,1.29452388884608,3.2680205804032005,50.000331316563994,16.616666665
AACPS6,3.53218171860294,6.2,3.76112320556721,4.2,2.00440558897423,3.2680205804032005,14.675973602490402,16.616666665
AACPS7,1.3281678081773503,6.2,1.67871775655375,4.2,0.900429350378871,3.2680205804032005,13.1645657564573,16.616666665
AACPS8,3.53218171860294,6.2,3.76112320556721,4.2,2.00440558897423,3.2680205804032005,14.675973602490402,16.616666665
AACPS9,0.000896850064379473,6.2,0.00298546352020273,4.2,0.0069399937015198,3.2680205804032005,0.585145620019425,16.616666665
AACTOOR,5.7287480935318,6.2,5.22588898424484,4.2,2.4962584819287796,3.2680205804032005,13.1724988623527,16.616666665
AADDGT,4.93395271069976,6.2,7.0237201491844905,4.2,3.39936801810154,3.2680205804032005,12.8645861138779,16.616666665
AAMYL,9.87826959057635,6.2,12.2514628892924,4.2,6.12408115754901,3.2680205804032005,21.155674895620102,16.616666665
AAMYLpp,17.045413016090098,6.2,10.5007897027625,4.2,4.282791498678431,3.2680205804032005,18.751124210958398,16.616666665
AB6PGH,7.4988496149257395,6.2,10.341849774766999,4.2,3.90970296205419,3.2680205804032005,27.840598830034498,16.616666665
ABTA,14.990145394412401,6.2,23.385877671633303,4.2,6.15294954220008,3.2680205804032005,47.4,47.4
ABUTD,4.766578730682941,6.2,9.82711567839092,4.2,2.7025153104164303,3.2680205804032005,5.65,5.65
ABUTt2pp,3.1697687239256096,6.2,5.87988707681853,4.2,2.4101158173698796,3.2680205804032005,19.968998485633602,16.616666665
ABUTtex_f,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
ABUTtex_b,26.7276713074407,6.2,16.3738521832056,4.2,2.27886986505855,3.2680205804032005,85.5179923917316,16.616666665
ACACCT,5.2676299648482505,6.2,10.104586796245698,4.2,2.84661477897821,3.2680205804032005,27.243342299625397,16.616666665
ACACT1r_f,20.6041990022702,6.2,47.93169750360251,4.2,14.251189358745501,3.2680205804032005,6.5,6.5
ACACT1r_b,6.357622925835559,6.2,7.225161658228941,4.2,3.6634517251801606,3.2680205804032005,220.5,220.5
