"","bnum","react_id","all_r_per_g_homo","name","organism","reversible","direction","one_to_one"
"594","b2240","GLYC3Pt6pp",TRUE,"glpT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"595","b2253","UDPKAAT",TRUE,"arnB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"5951","b2253","UDPKAAT_b",TRUE,"arnB","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",TRUE
"596","b2254","UPLA4FNT",TRUE,"arnC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"597","b2255","UDPGDC",TRUE,"arnA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"598","b2255","ULA4NFT",TRUE,"arnA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"599","b2256","UPLA4FNF",TRUE,"arnD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"600","b2257","LA4NTpp",TRUE,"arnT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"601","b2260","SUCBZL",TRUE,"menE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"602","b2261","SUCBZS",TRUE,"menC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"603","b2262","DHNCOAS",TRUE,"menB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"604","b2263","SHCHCS3",TRUE,"menH","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"605","b2264","SEPHCHCS",TRUE,"menD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"606","b2265","ICHORS_copy1",TRUE,"menF","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"6061","b2265","ICHORS_copy1_b",TRUE,"menF","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"607","b2297","PTA2",FALSE,"pta","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"608","b2303","DHPTPE",TRUE,"folX","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"6081","b2303","DHPTPE_b",TRUE,"folX","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"609","b2312","GLUPRT",TRUE,"purF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"610","b2315","DHFS",TRUE,"folC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"611","b2320","PERD",TRUE,"pdxB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"6111","b2320","PERD_b",TRUE,"pdxB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"612","b2323","MACPD",FALSE,"fabB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"613","b2323","3OAS141",FALSE,"fabB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"614","b2323","OPMEACPS",FALSE,"fabB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"615","b2323","3OAS121",FALSE,"fabB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"616","b2323","3OAS161",FALSE,"fabB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"617","b2329","CHORS",TRUE,"aroC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"618","b2344","TTDCEAtexi",TRUE,"fadL","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"619","b2344","HDCEAtexi",TRUE,"fadL","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"620","b2344","TTDCAtexi",TRUE,"fadL","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"621","b2344","OCDCEAtexi",TRUE,"fadL","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"622","b2344","HDCAtexi",TRUE,"fadL","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"623","b2344","OCDCAtexi",TRUE,"fadL","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"624","b2344","DDCAtexi",TRUE,"fadL","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"625","b2366","SERD_D",TRUE,"dsdA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"626","b2373","OXCDC",TRUE,"oxc","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"627","b2374","FORCT",TRUE,"frc","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"6271","b2374","FORCT_b",TRUE,"frc","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"628","b2378","EDTXS3",TRUE,"lpxP","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"629","b2388","HEX1",TRUE,"glk","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"630","b2392","FE2t2pp",TRUE,"mntH","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"631","b2392","MNt2pp",TRUE,"mntH","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"632","b2400","GLUTRS",TRUE,"gltX","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"633","b2406","ADNt2pp_copy2",TRUE,"xapB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"634","b2406","INSt2pp_copy2",TRUE,"xapB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"635","b2406","THMDt2pp_copy2",TRUE,"xapB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"636","b2406","URIt2pp_copy2",TRUE,"xapB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"637","b2406","CYTDt2pp_copy2",TRUE,"xapB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"638","b2406","XTSNt2rpp",TRUE,"xapB","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"6331","b2406","ADNt2pp_copy2_b",TRUE,"xapB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"6341","b2406","INSt2pp_copy2_b",TRUE,"xapB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"6351","b2406","THMDt2pp_copy2_b",TRUE,"xapB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"6361","b2406","URIt2pp_copy2_b",TRUE,"xapB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"6371","b2406","CYTDt2pp_copy2_b",TRUE,"xapB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"6381","b2406","XTSNt2rpp_b",TRUE,"xapB","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"639","b2407","PUNP7",FALSE,"xapA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"6391","b2407","PUNP7_b",FALSE,"xapA","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",FALSE
"640","b2416","CHTBSptspp",FALSE,"ptsI","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"641","b2418","PYDXNK",FALSE,"pdxK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"642","b2418","PYDAMK",FALSE,"pdxK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"643","b2428","ACM6PH",TRUE,"murQ","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"644","b2436","CPPPGO",TRUE,"hemF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"645","b2463","ME2",TRUE,"maeB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"646","b2467","GDPMNP",TRUE,"nudK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"647","b2472","SDPDS",TRUE,"dapE","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"648","b2476","PRASCSi",TRUE,"purC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"649","b2478","DHDPS",TRUE,"dapA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"650","b2497","URAt2pp_copy1",TRUE,"uraA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"651","b2498","UPPRT",TRUE,"upp","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"652","b2499","PRAIS",TRUE,"purM","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"653","b2500","GARFT",TRUE,"purN","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"6531","b2500","GARFT_b",TRUE,"purN","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"654","b2501","PPKr",TRUE,"ppk","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"655","b2501","PPK2r",TRUE,"ppk","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"6541","b2501","PPKr_b",TRUE,"ppk","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"6551","b2501","PPK2r_b",TRUE,"ppk","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"656","b2507","GMPS2",TRUE,"guaA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"657","b2508","IMPD",TRUE,"guaB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"658","b2514","HISTRS",TRUE,"hisS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"659","b2521","MCPST",TRUE,"sseA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"660","b2529","I4FE4SR",FALSE,"iscU","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"661","b2530","ICYSDS",FALSE,"iscS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"662","b2533","G2PP",TRUE,"suhB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"663","b2533","MI1PP",TRUE,"suhB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"664","b2536","PPPNt2rpp",TRUE,"hcaT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"6641","b2536","PPPNt2rpp_b",TRUE,"hcaT","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",TRUE
"665","b2541","DHCIND",TRUE,"hcaB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"666","b2541","DHPPD",TRUE,"hcaB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"667","b2551","THFAT",FALSE,"glyA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"668","b2551","GHMT2r",FALSE,"glyA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"6681","b2551","GHMT2r_b",FALSE,"glyA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"669","b2552","NODOx",TRUE,"hmp","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"670","b2552","NODOy",TRUE,"hmp","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"671","b2557","PRFGS",TRUE,"purL","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"672","b2574","ASPO4",TRUE,"nadB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"673","b2574","ASPO6",TRUE,"nadB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"674","b2574","ASPO3",TRUE,"nadB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"675","b2574","ASPO5",TRUE,"nadB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"676","b2585","PSSA160",TRUE,"pssA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"677","b2585","PSSA181",TRUE,"pssA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"678","b2585","PSSA141",TRUE,"pssA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"679","b2585","PSSA140",TRUE,"pssA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"680","b2585","PSSA180",TRUE,"pssA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"681","b2585","PSSA120",TRUE,"pssA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"682","b2585","PSSA161",TRUE,"pssA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"683","b2587","AKGt2rpp",TRUE,"kgtP","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"6831","b2587","AKGt2rpp_b",TRUE,"kgtP","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"684","b2599","PPNDH",FALSE,"pheA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"685","b2600","PPND",FALSE,"tyrA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"686","b2615","NADK",TRUE,"nadK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"687","b2663","ABUTt2pp",TRUE,"gabP","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"688","b2687","RHCCE",TRUE,"luxS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"689","b2688","GLUCYS",TRUE,"gshA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"690","b2697","ALATRS",TRUE,"alaS","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"691","b2705","SBTPD",TRUE,"srlD","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"6911","b2705","SBTPD_b",TRUE,"srlD","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"692","b2744","NTD4",FALSE,"umpG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"693","b2744","NTD9",FALSE,"umpG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"694","b2744","NTD10",FALSE,"umpG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"695","b2744","NTD7",FALSE,"umpG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"696","b2744","NTD11",FALSE,"umpG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"697","b2746","MECDPS",TRUE,"ispF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"698","b2747","MEPCT",TRUE,"ispD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"699","b2750","ADSK",TRUE,"cysC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"700","b2765","CPH4S",TRUE,"queD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"701","b2779","ENO",TRUE,"eno","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"7011","b2779","ENO_b",TRUE,"eno","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"702","b2780","CTPS2",TRUE,"pyrG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"703","b2781","NTPP8",FALSE,"mazG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"704","b2781","NTPP6",FALSE,"mazG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"705","b2784","GTPDPK",FALSE,"relA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"706","b2794","CDGR",TRUE,"queF","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"707","b2799","LCARS",TRUE,"fucO","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"7071","b2799","LCARS_b",TRUE,"fucO","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"708","b2801","FUCtpp",TRUE,"fucP","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"7081","b2801","FUCtpp_b",TRUE,"fucP","Escherichia coli str. K-12 substr. MG1655",FALSE,"bwd",TRUE
"709","b2802","FCI",TRUE,"fucI","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"7091","b2802","FCI_b",TRUE,"fucI","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"710","b2803","FCLK",TRUE,"fucK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"711","b2810","CYSSADS",TRUE,"csdA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"712","b2818","ACGS",TRUE,"argA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"713","b2827","TMDS",TRUE,"thyA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"714","b2835","2AGPA140tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"715","b2835","2AGPA141tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"716","b2835","2AGPA120tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"717","b2835","2AGPE141tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"718","b2835","2AGPE160tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"719","b2835","2AGPE161tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"720","b2835","2AGPE140tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"721","b2835","2AGPE181tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"722","b2835","2AGPG181tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"723","b2835","2AGPG141tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"724","b2835","2AGPE180tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"725","b2835","2AGPG120tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"726","b2835","2AGPG140tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"727","b2835","2AGPA161tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"728","b2835","2AGPG160tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"729","b2835","2AGPG161tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"730","b2835","2AGPG180tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"731","b2835","2AGPA180tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"732","b2835","2AGPA181tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"733","b2835","2AGPA160tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"734","b2835","2AGPE120tipp",TRUE,"lplT","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"735","b2836","2AGPEAT140",FALSE,"aas","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"736","b2836","2AGPEAT120",FALSE,"aas","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"737","b2836","2AGPGAT120",FALSE,"aas","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"738","b2836","2AGPEAT141",FALSE,"aas","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"739","b2836","2AGPGAT180",FALSE,"aas","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"740","b2836","2AGPEAT161",FALSE,"aas","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"741","b2836","2AGPEAT180",FALSE,"aas","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"742","b2836","2AGPEAT181",FALSE,"aas","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"743","b2836","2AGPEAT160",FALSE,"aas","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"744","b2836","2AGPGAT161",FALSE,"aas","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"745","b2836","2AGPGAT140",FALSE,"aas","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"746","b2836","2AGPGAT181",FALSE,"aas","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"747","b2836","2AGPGAT160",FALSE,"aas","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"748","b2836","2AGPGAT141",FALSE,"aas","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"749","b2838","DAPDC",TRUE,"lysA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"750","b2841","ARBt2rpp",TRUE,"araE","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"7501","b2841","ARBt2rpp_b",TRUE,"araE","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"751","b2871","DAPAL",TRUE,"ygeX","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"752","b2877","MOCDS",TRUE,"mocA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"753","b2883","GUAD",TRUE,"guaD","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"754","b2889","IPDDI",TRUE,"idi","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"7541","b2889","IPDDI_b",TRUE,"idi","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"755","b2893","DSBCGT",FALSE,"dsbC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"756","b2901","AB6PGH",TRUE,"bglA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"757","b2907","OMPHHX",TRUE,"ubiH","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"758","b2912","FOMETRi",TRUE,"fau","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"759","b2913","PGCD",TRUE,"serA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"760","b2917","MMM",TRUE,"scpA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"761","b2919","MMCD",TRUE,"scpB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"762","b2920","PPCSCT",TRUE,"scpC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"763","b2923","ARGt3pp",TRUE,"argO","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"764","b2923","LYSt3pp",TRUE,"argO","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"765","b2925","FBA3",FALSE,"fbaA","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",FALSE
"7651","b2925","FBA3_b",FALSE,"fbaA","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",FALSE
"766","b2926","PGK",TRUE,"pgk","Escherichia coli str. K-12 substr. MG1655",TRUE,"fwd",TRUE
"7661","b2926","PGK_b",TRUE,"pgk","Escherichia coli str. K-12 substr. MG1655",TRUE,"bwd",TRUE
"767","b2937","AGMT",TRUE,"speB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"768","b2938","ARGDCpp",TRUE,"speA","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"769","b2942","METAT",TRUE,"metK","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"770","b2943","GLCt2pp",TRUE,"galP","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"771","b2943","GALt2pp",TRUE,"galP","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"772","b2947","GTHS",TRUE,"gshB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",TRUE
"773","b2954","NTPP10",TRUE,"rdgB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"774","b2954","NTPP9",TRUE,"rdgB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"775","b2954","NTPP11",TRUE,"rdgB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"776","b2957","ASNNpp",TRUE,"ansB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"777","b2957","GLUNpp",TRUE,"ansB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"778","b2964","INSt2pp_copy1",FALSE,"nupG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"779","b2964","DINSt2pp",FALSE,"nupG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"780","b2964","GSNt2pp",FALSE,"nupG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"781","b2964","DGSNt2pp",FALSE,"nupG","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"782","b2988","GSPMDS",TRUE,"gss","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"783","b2988","GSPMDA",TRUE,"gss","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"784","b3018","AGPAT161",TRUE,"plsC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"785","b3018","AGPAT160",TRUE,"plsC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"786","b3018","AGPAT181",TRUE,"plsC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"787","b3018","AGPAT120",TRUE,"plsC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"788","b3018","AGPAT140",TRUE,"plsC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"789","b3018","AGPAT180",TRUE,"plsC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"790","b3018","AGPAT141",TRUE,"plsC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"791","b3028","NADPHQR3",TRUE,"mdaB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"792","b3028","NADPHQR2",TRUE,"mdaB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"793","b3028","NADPHQR4",TRUE,"mdaB","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"794","b3029","QMO2",TRUE,"ygiN","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"795","b3029","QMO3",TRUE,"ygiN","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
"796","b3035","FEENTERtex",FALSE,"tolC","Escherichia coli str. K-12 substr. MG1655",FALSE,"fwd",FALSE
